0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
Q8N1Q1,-0.0,-1.1199706,-0.6633835,-0.7569192,-0.692856,0.9996478,-0.43824828,0.90269256,0.70763963,-0.7803983,0.8541249,0.103532374,0.38688448,1.0041003,-0.97096086,0.3450274,-1.1648893,-0.2815139,-0.6220351,-0.19535778,-0.082125455,-0.69256765,0.15930386,0.07226926,0.9639623,0.119060874,-0.95443636,0.11285292,0.1435816,-1.5283344,-0.34719077,0.47100344,-1.2504083,2.791436,-1.6388142,3.1209605,0.92321,-0.9649122,0.8001157,1.3159237,0.7100929,0.06922357,1.2232561,-0.39847177,-0.30428255,-0.92967284,-0.47814086,0.30526695,1.4342483,-0.52331674,1.6885421,1.2737404,-1.8252615,-0.5457575,-0.7508111,0.5893907,0.14324158,-0.7994291,-2.415901,-1.1958008,-1.0566645,1.5532107,0.13251054,0.09378836,-0.71494144,-1.2268109,0.40600148,0.4042026,1.240511,-0.86315006,-0.26236618,-0.6405402,-1.2859288,-0.29173225,-0.14549531,-0.9668745,0.6792595,-0.82206005,0.45182174,-0.856522,0.7330949,-0.55149657,0.60375446,1.8232218,0.12848833,-0.66337836,-0.1337926,1.9422591,-1.4118135,0.11194167,1.3202747,0.12881984,0.057022996,0.66794413,-0.7182334,0.13972315,-1.2796701,-1.3774725,-0.7905357,-2.088526,0.29578155,-2.2874892,0.82477295,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.40987903,0.37457886
Q6ZSJ8,0.58979434,-0.0,0.85404134,0.538775,-0.34116623,-0.8024409,0.33546892,0.7923077,1.0204262,0.57720184,-0.35411045,-0.35219416,1.1183803,-0.58964,-0.6032496,-0.099895954,0.3903754,-1.0771137,-0.94095373,-2.0826552,-0.8627253,1.3080992,0.062251337,-0.6097303,1.0300266,0.79678565,1.680472,0.36261258,1.9832293,-1.1186249,-0.9317466,0.37061855,-0.07631191,-1.0971811,0.52530384,0.39957434,-0.4906252,-0.08895987,0.1954568,2.2106977,-1.5014973,-0.33593807,-0.3529504,-0.23896438,-0.13765825,-1.0325295,-0.115123026,1.4970098,-0.47345474,-0.25153115,1.2705927,1.1479611,-0.20118554,-1.5557644,-0.15635507,0.32157442,-0.39354876,-1.7524428,0.67057353,0.9305881,-0.5971249,-0.49785143,0.93761843,-0.7645847,1.9657005,-1.7215356,-0.14193252,0.5658032,-0.76803774,1.5624965,0.24084044,-0.6251817,-0.2817656,1.1441272,-0.15095069,0.71070755,-0.4521918,-0.6883775,2.1419191,-1.9198569,1.9378476,-0.51636785,-0.6083903,0.26066965,-0.84754866,-0.24038024,-0.7483668,-0.6160217,0.6057026,-0.75219524,-1.6484077,1.2591858,-0.573961,-0.8169163,0.06868221,-0.4977463,1.1176529,-0.1940444,-0.5207441,1.8042167,-1.2411702,0.33799833,-0.38238087,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.6861608,0.82621545
Q04941,0.39308515,0.4879991,0.0,-0.031576186,1.4078526,-0.0085801,1.1857933,1.6342825,-0.4781668,1.9987315,-0.35219005,0.16772707,0.7814422,0.060808547,-0.8149861,0.44687334,-2.0034704,0.1051641,-0.7652247,1.658304,-0.38050684,0.5520903,-0.61207426,0.38549614,-0.95303375,-1.624408,-0.7976866,1.5153897,1.7765832,1.7233844,1.6484576,4.004902,-0.36746705,0.056365088,0.7404972,-1.4514381,-0.07128528,-1.3900533,1.0755436,0.7220858,-0.2320027,-0.8572485,2.3034847,-0.7200524,0.2632015,-1.359784,-0.07530129,1.3582706,0.27514246,0.76989347,0.40042663,-0.6388244,2.2989,0.5691568,0.028320074,-1.5327232,-0.46877858,-0.24626134,0.77046037,0.5306976,0.8693452,-0.2376461,-0.38406253,0.108654425,0.42997944,-0.6768808,0.35606906,-0.80822647,-0.3133149,0.39676726,-1.9499944,-0.15174545,0.010959559,1.544704,-0.12642252,-0.36865747,0.0006820364,-0.84776413,1.1515013,-0.62312037,1.0843042,-0.34274298,-1.1429198,0.01792843,0.96562976,-1.1638147,0.66289264,0.044223644,-0.18126127,1.0664896,-0.14305535,-0.71307826,1.5570704,0.62384886,-0.32608753,1.3042983,0.3385433,-1.1585925,-0.75815153,-1.0656615,-0.7047179,0.49516413,0.89553714,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.6679633,-1.7214773
Q99871,-1.0006735,-0.058250047,0.038738757,-0.0,-0.47792912,0.033309452,0.2433435,2.0596607,1.1679652,0.19775096,0.24125957,0.05672928,-1.2682272,0.8882239,1.0972651,0.1432468,0.6301033,-0.7022969,-0.95751166,0.92748386,-0.48079365,0.1419305,-1.5893937,-0.2776599,0.16334425,0.85589767,-1.2294006,0.899363,-0.25523823,0.53697574,0.12730497,-0.55147284,-0.66511506,0.29357898,-0.58282226,-1.4297419,0.109958895,0.55359924,0.91966087,0.80464166,-0.080078736,-0.4874878,0.46195203,0.79578227,0.017916404,0.9653321,0.21764962,-1.8906409,1.04157,0.4482691,1.5424509,-1.5677881,-0.25772473,0.14724928,-0.8669353,-2.0142357,1.0175064,-0.8221828,-0.22970949,1.3107623,1.5306921,0.48794407,1.0949119,1.2050859,-0.12436641,0.3198507,1.1423132,0.5073724,0.047441445,-0.27095327,-0.9860198,0.7165469,-0.26964197,-0.8814033,0.59911317,-1.1869156,0.65352046,-0.77778554,0.29196003,1.2247837,0.21148343,1.0816097,0.75351936,-0.26321363,0.64518017,0.15254316,-0.23761396,-0.6197305,1.7142167,-0.28819785,-1.5693896,-0.31608322,1.9052583,1.206355,-0.54993784,1.267805,0.1957453,-0.00041305088,1.1162986,-0.04870505,0.37386975,1.4470351,-0.48081315,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.8860778,0.50835544
Q9NXS2,-0.5198939,-0.6320507,-0.56164074,0.32994318,0.0,0.17224999,1.9926733,0.8988349,2.547164,-0.7406934,-0.8544348,-0.6156459,-1.640876,1.2093505,0.33113104,0.94948727,-0.51441926,-1.260091,0.5291629,-1.1210878,0.8688416,0.58039933,0.9206246,-1.1671128,0.63150793,-0.6381422,-1.0311846,-1.1467335,-1.514795,-0.17232057,0.31630203,-0.5624599,-0.5809865,0.27644187,-0.9935607,0.16723482,0.027914824,0.894736,0.003168895,1.898613,0.17764375,0.3601539,0.7350274,-0.013540283,0.8388255,0.055080056,1.9393227,0.62289584,-1.3519999,-1.1349212,1.0322558,0.12938085,0.4879358,0.9454832,-1.3248404,-0.16440172,1.0603591,0.70258,0.85779,-0.89113075,-2.0880744,0.029910168,-0.56955916,-0.11671976,-0.099111065,1.4402494,1.0917023,-0.74710387,-0.5481819,1.2141864,0.3849151,0.71919143,-0.9527012,0.07741443,-1.4913362,-1.8059565,-0.6642952,0.2229422,-0.09098403,0.7591129,-2.5161824,1.4400985,-0.95245486,-0.30536708,-0.08472258,-2.2589502,1.0008043,0.8620147,1.2987951,0.30878672,0.2913201,-2.106333,0.25550482,0.14247258,0.39754662,0.30777138,-0.014894268,0.3551852,0.77168864,-0.3381785,-1.394859,-0.33604077,0.06693261,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,2.4796846,0.14648117
Q86XZ4,0.67587864,-0.23983487,0.26896322,1.4812304,-2.0197988,-0.0,0.07236629,-0.1889254,1.2470567,0.11827232,-0.06210676,0.21900241,1.1577197,1.0537659,1.7442595,-0.21365175,0.48611918,-0.89032483,0.74856925,-1.3217032,-0.47838795,1.65271,0.71721417,-0.95875,0.4078355,0.62295765,0.74395186,0.94351524,1.849289,1.6340016,0.48680356,-1.0739508,2.417215,1.983646,-1.2006754,-0.7618488,-1.6536335,-0.22808468,0.47458035,0.01653888,0.12773114,1.3775895,-1.0875598,-0.21018332,-0.25881884,-0.5673316,1.2627678,1.1775846,0.70629877,-0.12934045,0.43803605,-0.98897207,0.086271375,-0.58157986,0.7808376,-0.20829676,0.63584536,1.1842129,1.1625792,-0.53569865,0.97443813,-0.39987016,1.579681,-0.030824875,-0.33937153,-0.02917608,-2.0651932,-1.0825766,-0.9560252,0.6189413,0.5100879,0.2685234,-0.6658399,0.0047345366,-1.0438545,-1.2777295,-1.5639687,0.05079887,0.3090232,-0.63371897,0.7244604,1.1442521,-0.36594063,-0.32826883,-0.75723296,-1.7805612,-0.6580733,0.094459705,0.7695919,-0.38631165,-0.16118652,0.487761,-0.4035241,0.4651135,-1.3403071,1.0359936,-0.7719666,-0.27272686,-0.28124407,0.12667784,-0.42917943,0.80603814,0.35366347,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.84800625,0.29409555
E9PRG8,0.02445243,0.67193604,0.42719242,-0.05767574,0.5783873,0.77904165,-0.0,1.755147,0.34249774,0.4057484,-0.3616223,-0.5985213,0.8643095,-2.0473685,1.5529361,1.2081648,0.2920728,-1.6745182,-0.3806554,0.19032462,0.48641017,-0.0074993204,-0.30858913,0.6748136,0.28397414,0.529778,-1.3440524,-1.1677437,-0.23577608,0.73116577,-0.93382114,-0.4741997,0.49546596,-0.5551759,-0.75283664,0.89143,0.010435406,-0.4053301,0.19637747,-0.5611004,0.06554997,0.90939444,0.8303691,-0.09807207,0.7714611,-0.23685357,-0.18824199,-0.104825914,0.65902936,-1.1160971,-1.3715303,0.7795528,-1.4182844,3.0421886,0.81272316,-0.38864982,0.23721401,-0.48246717,-1.0224495,0.011932981,0.4217336,0.21924198,-0.35271025,0.8295938,0.18882997,0.78486073,0.073880434,1.3170147,-0.11357835,-0.6568006,0.053697467,-0.46469802,-0.43956745,2.7570446,0.8182313,-1.0102907,-0.05994644,-1.5042549,-0.6865171,-0.31137222,-0.9777099,-1.3137963,1.0731204,-0.47343853,1.6229336,0.9543798,-0.08610935,-2.95354,-0.02593297,-0.27315587,1.2562436,0.82869154,0.030598186,-0.8657358,0.33126786,0.5320395,0.8620105,0.3047688,-0.17424235,0.42634845,-0.39875266,0.43368533,-2.023926,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-2.2901978,-1.9826937
P20290,-1.9855232,1.6608356,0.16719753,-0.25588554,-0.7740118,-0.54245836,-0.12784323,-0.0,-1.6140938,0.65663177,1.1611191,0.6959421,0.72849494,0.39092985,0.58348787,1.550002,1.3040354,-1.6641823,1.230895,-2.1803424,-1.3713796,-2.0479228,-0.5835858,0.24085538,1.179264,1.2565998,0.89284635,-0.28163403,-1.5277073,0.4881473,-1.3173686,1.3923618,0.14426735,0.117637664,-1.5671792,0.23800874,-1.1241217,-0.73153865,-1.1794538,-1.2489116,-0.8848953,-0.9472479,-1.0828007,-1.3596212,1.0093559,0.061378025,-1.0854077,-0.38011417,2.1269374,-0.3867685,1.2168617,-0.69100314,-0.8215521,-0.98678744,-0.8867868,0.3525951,0.7945469,-0.20741345,-0.53632104,3.5461953,-1.0653001,1.0135454,1.6080272,-0.60027754,0.43119773,-0.006676076,0.44779602,-0.85954404,-0.18081065,0.97115666,-0.9532905,0.42015484,1.5896182,0.8599135,-0.83869594,1.9941957,0.07857828,0.6973552,1.8585382,-1.0488554,-0.11100246,0.95794845,0.8134961,0.012976842,-0.4544764,0.28210142,-1.4093407,-0.999894,-0.27639893,0.27373415,-0.29440176,0.34390485,-0.69422185,-0.9367259,-1.2747744,0.12423026,-0.13748422,1.2524251,0.1542276,0.18264784,-0.630748,0.720221,0.53166753,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.5057246,-1.2977871
Q8N6N3,1.2297628,-0.5490991,-1.0901914,-0.006086273,0.96919113,-0.9877953,-0.04523406,-0.5635919,0.0,-0.029524812,-0.8527876,0.9521811,-1.0294818,0.7580397,0.06983667,-0.43792897,0.020319728,1.2219536,-1.5611233,-0.8772611,-0.06329427,-0.14552167,-0.579005,-0.7398372,0.0052686273,0.43991902,-0.049601026,0.9859042,0.5015274,0.63408595,-0.65609795,-0.9028637,0.5619568,0.25700384,1.2674223,-0.43946755,0.5367316,-0.04105913,-0.04656945,0.18996112,0.5747353,1.0930395,-0.2843057,-1.3508714,-0.4736936,-0.09018954,-1.2889934,-1.7757331,-0.82209736,0.42674315,0.889525,-1.5137997,1.8005204,0.031065904,-0.1898891,-0.12444652,1.190674,-1.2736212,-0.68163663,0.04916037,1.2586689,-0.23540461,1.3388559,0.6290446,0.8615512,-0.015389064,0.51780766,0.72784543,-0.46904466,0.22442946,0.2954542,-0.4665671,0.27212524,2.6155424,0.22376694,1.4633776,2.0540938,0.038214225,-1.2302006,0.087574,0.009647571,-0.4594462,1.6160157,0.8200077,0.22428545,-0.6495888,-0.86482936,1.6047777,1.7604111,0.52578175,1.2672683,0.9602051,-0.52470195,-1.4100966,1.1834675,0.5143689,-1.2351544,0.29175317,-0.6053578,1.8546183,-1.3339505,-0.91294885,-0.3094551,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.092297934,-0.8849926
